Country,Disaster Type,Total Deaths,Disaster_Occurred
Spain,Explosion (Industrial),147.0,1
Egypt,Epidemic,10276.0,1
United States Of America,Storm,51.0,1
Japan,Storm,1930.0,1
United States Of America,Wildfire,,1
"China, Hong Kong Special Administrative Region",Storm,2000.0,1
Bangladesh,Storm,500.0,1
Peru,Earthquake,233.0,1
Canada,Rail,31.0,1
Belgium,Fire (Industrial),17.0,1
United States Of America,Storm,167.0,1
United States Of America,Storm,35.0,1
United States Of America,Storm,55.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,32.0,1
India,Water,625.0,1
Greece,Earthquake,3.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,,1
Bangladesh,Drought,,1
Iran (Islamic Republic Of),Earthquake,200.0,1
New Caledonia,Storm,2.0,1
Japan,Earthquake,5131.0,1
Germany Federal Republic,Explosion (Industrial),200.0,1
Japan,Storm,868.0,1
India,Mass movement (wet),500.0,1
Cuba,Storm,3.0,1
"China, Hong Kong Special Administrative Region",Explosion (Industrial),135.0,1
Soviet Union,Earthquake,110000.0,1
Cuba,Storm,11.0,1
Bermuda,Storm,,1
Philippines,Earthquake,72.0,1
China,Water,1100.0,1
Réunion,Storm,165.0,1
Türkiye,Flood,200.0,1
United States Of America,Storm,42.0,1
United States Of America,Flood,55.0,1
China,Flood,330.0,1
Türkiye,Flood,132.0,1
China,Storm,1000.0,1
Italy,Storm,51.0,1
China,Storm,800.0,1
Chile,Volcanic activity,100.0,1
Italy,Mass movement (wet),25.0,1
Brazil,Flood,200.0,1
United Kingdom Of Great Britain And Northern Ireland,Air,19.0,1
Democratic Republic Of The Congo,Air,31.0,1
Congo,Air,13.0,1
Greece,Earthquake,2.0,1
China,Earthquake,800.0,1
China,Earthquake,110.0,1
Soviet Union,Mass movement (wet),12000.0,1
Colombia,Volcanic activity,1000.0,1
Mexico,Volcanic activity,1000.0,1
Chile,Earthquake,35.0,1
United States Of America,Earthquake,8.0,1
Japan,Storm,419.0,1
Soviet Union,Earthquake,3500.0,1
Poland,Rail,200.0,1
Ecuador,Earthquake,6000.0,1
China,Fire (Miscellaneous),1700.0,1
Guatemala,Flood,40000.0,1
India,Storm,1000.0,1
Philippines,Storm,1000.0,1
Chile,Earthquake,6.0,1
Canada,Water,118.0,1
Türkiye,Earthquake,320.0,1
Canada,Air,32.0,1
United States Of America,Storm,59.0,1
United States Of America,Storm,28.0,1
Brazil,Storm,100.0,1
China,Flood,57000.0,1
Japan,Storm,38.0,1
France,Wildfire,80.0,1
Japan,Storm,160.0,1
China,Earthquake,21.0,1
Pakistan,Flood,2900.0,1
Peru,Earthquake,83.0,1
India,Flood,45.0,1
China,Flood,500.0,1
India,Earthquake,1500.0,1
Antigua And Barbuda,Storm,2.0,1
Japan,Storm,509.0,1
India,Storm,90.0,1
Canada,Storm,,1
United States Of America,Storm,200.0,1
United States Of America,Rail,31.0,1
Japan,Poisoning,439.0,1
German Democratic Republic,Rail,150.0,1
Canada,Flood,1.0,1
United States Of America,Flood,,1
Canada,Rail,21.0,1
United States Of America,Rail,79.0,1
Belgium,Explosion (Industrial),38.0,1
United States Of America,Storm,34.0,1
United States Of America,Storm,41.0,1
Ecuador,Flood,50.0,1
Iran (Islamic Republic Of),Flood,52.0,1
Japan,Flood,50.0,1
India,Flood,100.0,1
United States Of America,Flood,33.0,1
Colombia,Earthquake,211.0,1
Venezuela (Bolivarian Republic Of),Earthquake,100.0,1
Japan,Flood,77.0,1
Philippines,Volcanic activity,84.0,1
Peru,Mass movement (wet),130.0,1
Sudan,Epidemic,,1
Iran (Islamic Republic Of),Earthquake,20.0,1
Türkiye,Earthquake,20.0,1
Indonesia,Earthquake,16.0,1
Indonesia,Volcanic activity,1300.0,1
United States Of America,Extreme temperature,25.0,1
Comoros,Storm,500.0,1
Papua New Guinea,Volcanic activity,3000.0,1
United States Of America,Rail,84.0,1
New Caledonia,Storm,2.0,1
Philippines,Storm,156.0,1
El Salvador,Earthquake,1100.0,1
Japan,Flood,306.0,1
United States Of America,Flood,41.0,1
Türkiye,Earthquake,54.0,1
Jamaica,Storm,154.0,1
Mexico,Storm,257.0,1
China,Flood,4800.0,1
Japan,Storm,943.0,1
Italy,Flood,100.0,1
Philippines,Storm,87.0,1
Philippines,Volcanic activity,500.0,1
Philippines,Storm,773.0,1
Vanuatu,Storm,100.0,1
Switzerland,Mass movement (wet),92.0,1
United States Of America,Collapse (Miscellaneous),11.0,1
Morocco,Flood,131.0,1
Bangladesh,Storm,200.0,1
United States Of America,Extreme temperature,44.0,1
Nicaragua,Earthquake,500.0,1
Taiwan (Province Of China),Storm,100.0,1
Iran (Islamic Republic Of),Flood,225.0,1
United Kingdom Of Great Britain And Northern Ireland,Road,24.0,1
Italy,Flood,70.0,1
Papua New Guinea,Earthquake,3000.0,1
Taiwan (Province Of China),Earthquake,68.0,1
Taiwan (Province Of China),Earthquake,17.0,1
China,Earthquake,,1
Fiji,Storm,23.0,1
United States Of America,Storm,229.0,1
Philippines,Storm,19.0,1
United States Of America,Earthquake,12.0,1
United Kingdom Of Great Britain And Northern Ireland,Flood,34.0,1
United States Of America,Earthquake,2.0,1
Japan,Volcanic activity,29.0,1
Philippines,Storm,995.0,1
Viet Nam,Storm,,1
Türkiye,Earthquake,20.0,1
Haiti,Earthquake,6.0,1
India,Storm,400.0,1
United Kingdom Of Great Britain And Northern Ireland,Fog,4000.0,1
Poland,Rail,160.0,1
Türkiye,Earthquake,103.0,1
Canada,Explosion (Industrial),19.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,122.0,1
Belgium,Explosion (Industrial),10.0,1
United States Of America,Storm,50.0,1
Japan,Earthquake,33.0,1
Japan,Storm,176.0,1
Mexico,Flood,100.0,1
India,Storm,350.0,1
Algeria,Flood,25.0,1
Mexico,Flood,40.0,1
South Africa,Storm,35.0,1
Austria,Mass movement (wet),28.0,1
France,Road,34.0,1
Soviet Union,Earthquake,2336.0,1
United States Of America,Earthquake,,1
Congo,Air,15.0,1
Japan,Earthquake,,1
Türkiye,Earthquake,94.0,1
China,Earthquake,54.0,1
China,Earthquake,,1
Costa Rica,Earthquake,29.0,1
Greece,Earthquake,476.0,1
Republic Of Korea,Water,249.0,1
Netherlands (Kingdom Of The),Flood,2000.0,1
United States Of America,Rail,21.0,1
Iran (Islamic Republic Of),Earthquake,970.0,1
Türkiye,Earthquake,1200.0,1
Chile,Earthquake,12.0,1
Japan,Flood,2566.0,1
United States Of America,Storm,94.0,1
Germany Federal Republic,Storm,,1
Japan,Storm,478.0,1
Viet Nam,Storm,1000.0,1
Chile,Earthquake,3.0,1
Peru,Earthquake,9.0,1
New Zealand,Volcanic activity,150.0,1
Belgium,Flood,11.0,1
Czechoslovakia,Rail,103.0,1
Canada,Rail,20.0,1
Canada,Epidemic,481.0,1
Belgium,Explosion (Industrial),13.0,1
Belgium,Collapse (Industrial),12.0,1
Belgium,Explosion (Industrial),26.0,1
Belgium,Rail,3.0,1
United States Of America,Storm,30.0,1
Indonesia,Flood,114.0,1
Ecuador,Flood,71.0,1
United States Of America,Storm,41.0,1
United States Of America,Storm,125.0,1
India,Extreme temperature,400.0,1
Japan,Storm,29.0,1
United States Of America,Storm,142.0,1
India,Flood,80.0,1
Pakistan,Extreme temperature,111.0,1
Iran (Islamic Republic Of),Extreme temperature,158.0,1
Japan,Flood,1124.0,1
Iran (Islamic Republic Of),Flood,467.0,1
Iran (Islamic Republic Of),Flood,265.0,1
Japan,Flood,377.0,1
Cyprus,Earthquake,40.0,1
Spain,Flood,27.0,1
Italy,Flood,100.0,1
Taiwan (Province Of China),Storm,67.0,1
United States Of America,Storm,38.0,1
New Zealand,Rail,151.0,1
India,Explosion (Industrial),11.0,1
Iran (Islamic Republic Of),Earthquake,11.0,1
Türkiye,Earthquake,37.0,1
United States Of America,Water,103.0,1
Austria,Mass movement (wet),10.0,1
Austria,Mass movement (wet),200.0,1
Pakistan,Rail,60.0,1
Republic Of Korea,Rail,56.0,1
Iraq,Flood,,1
Japan,Storm,419.0,1
Afghanistan,Earthquake,2000.0,1
China,Flood,2000.0,1
Colombia,Mass movement (wet),140.0,1
Iran (Islamic Republic Of),Flood,2000.0,1
China,Flood,30000.0,1
Canada,Storm,2.0,1
United States Of America,Storm,72.0,1
Philippines,Rail,55.0,1
Algeria,Earthquake,1250.0,1
Japan,Storm,1761.0,1
United States Of America,Storm,95.0,1
Haiti,Storm,410.0,1
Mexico,Mass movement (wet),100.0,1
Haiti,Mass movement (wet),262.0,1
Türkiye,Fire (Miscellaneous),2000.0,1
Netherlands Antilles,Storm,,1
Philippines,Earthquake,13.0,1
Canada,Storm,83.0,1
Canada,Air,37.0,1
Egypt,Flood,,1
Belgium,Air,12.0,1
Belgium,Rail,20.0,1
Indonesia,Volcanic activity,37.0,1
India,Mass movement (wet),30.0,1
Greece,Earthquake,31.0,1
Nepal,Flood,60.0,1
Japan,Storm,61.0,1
Republic Of Korea,Storm,15.0,1
Pakistan,Flood,300.0,1
United States Of America,Storm,29.0,1
Pakistan,Flood,46.0,1
Japan,Storm,54.0,1
Italy,Mass movement (wet),297.0,1
Morocco,Flood,30.0,1
Colombia,Mass movement (wet),47.0,1
Japan,Storm,1761.0,1
Netherlands (Kingdom Of The),Road,16.0,1
Greece,Earthquake,25.0,1
Philippines,Earthquake,400.0,1
Canada,Storm,3.0,1
United States Of America,Storm,71.0,1
Saint Kitts And Nevis,Storm,,1
Japan,Fire (Miscellaneous),100.0,1
New Caledonia,Storm,1.0,1
United States Of America,Storm,184.0,1
Cuba,Storm,4.0,1
Mexico,Storm,300.0,1
Barbados,Storm,57.0,1
Saint Vincent And The Grenadines,Storm,122.0,1
Belize,Storm,16.0,1
India,Storm,1500.0,1
Mexico,Storm,500.0,1
India,Storm,500.0,1
Egypt,Earthquake,20.0,1
Mexico,Rail,300.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,123.0,1
Anguilla,Storm,,1
Canada,Mass movement (dry),3.0,1
Belgium,Fire (Miscellaneous),39.0,1
Philippines,Storm,51.0,1
United States Of America,Storm,31.0,1
Japan,Storm,198.0,1
Australia,Flood,25.0,1
China,Earthquake,39.0,1
Japan,Mass movement (wet),73.0,1
Indonesia,Mass movement (wet),405.0,1
United States Of America,Storm,125.0,1
United States Of America,Extreme temperature,107.0,1
Japan,Storm,72.0,1
Philippines,Storm,93.0,1
India,Storm,120.0,1
Lebanon,Flood,440.0,1
United States Of America,Flood,74.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,17.0,1
Italy,Air,29.0,1
Pakistan,Earthquake,12.0,1
Greece,Earthquake,8.0,1
Costa Rica,Earthquake,10.0,1
China,Flood,2000.0,1
Iran (Islamic Republic Of),Earthquake,350.0,1
Lebanon,Earthquake,136.0,1
Soviet Union,Volcanic activity,,1
India,Storm,,1
Afghanistan,Earthquake,100.0,1
Venezuela (Bolivarian Republic Of),Air,22.0,1
Iran (Islamic Republic Of),Flood,1000.0,1
India,Flood,,1
China,Storm,4935.0,1
Bahamas,Storm,1.0,1
Dominica,Storm,,1
Guadeloupe,Storm,18.0,1
Puerto Rico,Storm,16.0,1
India,Flood,100.0,1
United States Of America,Wildfire,11.0,1
United States Of America,Water,52.0,1
United States Of America,Rail,30.0,1
Solomon Islands,Storm,200.0,1
Canada,Explosion (Industrial),39.0,1
Colombia,Explosion (Industrial),2700.0,1
Belgium,Fire (Industrial),262.0,1
Belgium,Flood,4.0,1
Japan,Mass movement (wet),40.0,1
Brazil,Mass movement (wet),30.0,1
Republic Of Korea,Mass movement (wet),103.0,1
United States Of America,Storm,162.0,1
Brazil,Mass movement (wet),36.0,1
United States Of America,Storm,25.0,1
Mozambique,Storm,107.0,1
Philippines,Storm,50.0,1
Greece,Earthquake,53.0,1
India,Earthquake,113.0,1
Afghanistan,Flood,51.0,1
Japan,Storm,77.0,1
Pakistan,Flood,270.0,1
Türkiye,Flood,138.0,1
India,Flood,50.0,1
India,Mass movement (wet),27.0,1
Japan,Storm,44.0,1
Viet Nam,Storm,56.0,1
Indonesia,Storm,300.0,1
Philippines,Storm,79.0,1
United States Of America,Storm,25.0,1
India,Explosion (Industrial),28.0,1
Spain,Earthquake,11.0,1
United States Of America,Fire (Miscellaneous),72.0,1
United States Of America,Storm,390.0,1
Japan,Flood,992.0,1
Iran (Islamic Republic Of),Earthquake,2500.0,1
Mexico,Earthquake,160.0,1
India,Flood,42.0,1
Papua New Guinea,Volcanic activity,,1
Mongolia,Earthquake,1200.0,1
Iran (Islamic Republic Of),Earthquake,3000.0,1
Sri Lanka,Storm,200.0,1
Tunisia,Earthquake,13.0,1
Türkiye,Earthquake,53.0,1
Finland,Rail,25.0,1
Jamaica,Rail,175.0,1
"China, Hong Kong Special Administrative Region",Storm,8.0,1
Soviet Union,Radiation,,1
Canary Islands,Storm,26.0,1
United States Of America,Storm,40.0,1
Iran (Islamic Republic Of),Earthquake,44.0,1
United States Of America,Storm,39.0,1
Republic Of Korea,Storm,238.0,1
Philippines,Storm,89.0,1
China,Flood,560.0,1
Republic Of Korea,Flood,247.0,1
Pakistan,Flood,75.0,1
Türkiye,Flood,99.0,1
Iran (Islamic Republic Of),Flood,122.0,1
India,Flood,92.0,1
Japan,Storm,109.0,1
Spain,Flood,86.0,1
India,Flood,53.0,1
Brazil,Flood,112.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,90.0,1
Pakistan,Rail,300.0,1
Iran (Islamic Republic Of),Earthquake,191.0,1
United States Of America,Extreme temperature,,1
United States Of America,Fire (Miscellaneous),93.0,1
Fiji,Storm,,1
Peru,Earthquake,28.0,1
French Polynesia,Storm,,1
Bangladesh,Storm,,1
Chile,Earthquake,,1
Japan,Storm,681.0,1
Japan,Storm,1175.0,1
India,Storm,,1
Bangladesh,Storm,500.0,1
India,Flood,5.0,1
Colombia,Fire (Miscellaneous),84.0,1
Indonesia,Earthquake,8.0,1
Canada,Collapse (Industrial),75.0,1
Canada,Collapse (Miscellaneous),18.0,1
United States Of America,Storm,56.0,1
India,Extreme temperature,651.0,1
United States Of America,Storm,30.0,1
India,Mass movement (wet),52.0,1
Taiwan (Province Of China),Storm,31.0,1
Japan,Storm,49.0,1
Argentina,Flood,360.0,1
Japan,Storm,45.0,1
France,Flood,35.0,1
United States Of America,Storm,53.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,10.0,1
India,Explosion (Industrial),175.0,1
India,Explosion (Industrial),29.0,1
Belgium,Collapse (Industrial),20.0,1
Morocco,Air,65.0,1
Colombia,Earthquake,111.0,1
Mexico,Flood,2000.0,1
Spain,Collapse (Miscellaneous),135.0,1
New Caledonia,Storm,1.0,1
Niue,Storm,,1
China,Flood,2000000.0,1
India,Flood,17.0,1
Taiwan (Province Of China),Storm,1046.0,1
China,Storm,1064.0,1
United States Of America,Earthquake,28.0,1
China,Storm,720.0,1
Philippines,Storm,,1
Japan,Storm,7.0,1
Republic Of Korea,Storm,669.0,1
Japan,Storm,5098.0,1
Mexico,Storm,960.0,1
France,Collapse (Miscellaneous),412.0,1
Pakistan,Mass movement (wet),48.0,1
Vanuatu,Storm,,1
Morocco,Poisoning,,1
Canada,Storm,6.0,1
Canada,Storm,35.0,1
United States Of America,Storm,,1
United States Of America,Storm,71.0,1
Haiti,Flood,50.0,1
South Africa,Flood,51.0,1
"China, Hong Kong Special Administrative Region",Storm,43.0,1
China,Flood,187.0,1
Colombia,Flood,184.0,1
Pakistan,Flood,100.0,1
Japan,Flood,41.0,1
India,Flood,104.0,1
Republic Of Korea,Flood,62.0,1
Algeria,Fire (Miscellaneous),48.0,1
Brazil,Storm,59.0,1
Japan,Storm,235.0,1
Mexico,Earthquake,25.0,1
India,Flood,500.0,1
Brazil,Flood,100.0,1
Japan,Storm,46.0,1
Philippines,Storm,23.0,1
Taiwan (Province Of China),Earthquake,16.0,1
Bangladesh,Flood,10000.0,1
Iran (Islamic Republic Of),Earthquake,480.0,1
Soviet Union,Water,13.0,1
Peru,Earthquake,63.0,1
Niue,Storm,,1
South Africa,Explosion (Industrial),417.0,1
Morocco,Earthquake,13100.0,1
Papua New Guinea,Volcanic activity,,1
Philippines,Storm,56.0,1
Chile,Earthquake,6000.0,1
Philippines,Earthquake,32.0,1
Japan,Earthquake,138.0,1
Czechoslovakia,Rail,117.0,1
United States Of America,Earthquake,61.0,1
Philippines,Storm,234.0,1
Philippines,Storm,100.0,1
Saint Lucia,Storm,,1
Martinique,Storm,,1
Guatemala,Fire (Miscellaneous),225.0,1
Antigua And Barbuda,Storm,2.0,1
Netherlands Antilles,Storm,,1
Anguilla,Storm,5.0,1
United States Of America,Storm,50.0,1
Philippines,Storm,150.0,1
Philippines,Storm,58.0,1
Bangladesh,Storm,3000.0,1
Bangladesh,Storm,5149.0,1
India,Flood,5.0,1
Algeria,Earthquake,57.0,1
"China, Hong Kong Special Administrative Region",Flood,15.0,1
"China, Hong Kong Special Administrative Region",Storm,45.0,1
Philippines,Mass movement (wet),40.0,1
Mauritius,Storm,42.0,1
India,Flood,30.0,1
Taiwan (Province Of China),Storm,199.0,1
Philippines,Storm,33.0,1
India,Flood,47.0,1
Japan,Storm,47.0,1
India,Flood,155.0,1
Puerto Rico,Storm,,1
Italy,Mass movement (wet),12.0,1
Nicaragua,Flood,325.0,1
Congo,Air,35.0,1
"China, Hong Kong Special Administrative Region",Drought,,1
United States Of America,Fire (Miscellaneous),16.0,1
Soviet Union,Mass movement (wet),145.0,1
Tonga,Storm,2.0,1
Bangladesh,Storm,11000.0,1
Bangladesh,Storm,,1
Japan,Flood,357.0,1
India,Flood,2000.0,1
India,Flood,,1
United States Of America,Storm,46.0,1
Japan,Storm,202.0,1
India,Flood,57.0,1
Belize,Storm,275.0,1
Guatemala,Storm,11.0,1
Honduras,Storm,1.0,1
Nicaragua,Storm,1.0,1
Mexico,Storm,436.0,1
Brazil,Fire (Miscellaneous),323.0,1
Ethiopia,Earthquake,30.0,1
Philippines,Fire (Industrial),15.0,1
"China, Hong Kong Special Administrative Region",Flood,,1
"China, Hong Kong Special Administrative Region",Storm,7.0,1
Belgium,Collapse (Miscellaneous),11.0,1
Belgium,Air,73.0,1
Chile,Collapse (Miscellaneous),5.0,1
United States Of America,Storm,100.0,1
Bangladesh,Storm,266.0,1
Republic Of Korea,Flood,249.0,1
Taiwan (Province Of China),Storm,106.0,1
India,Flood,1000.0,1
Japan,Storm,94.0,1
Greece,Storm,33.0,1
Somalia,Flood,200.0,1
India,Extreme temperature,400.0,1
Belgium,Air,13.0,1
France,Mass movement (wet),21.0,1
Iran (Islamic Republic Of),Earthquake,60.0,1
Japan,Earthquake,10.0,1
Canada,Drought,,1
Peru,Mass movement (dry),2000.0,1
Germany Federal Republic,Storm,347.0,1
United States Of America,Storm,40.0,1
Iran (Islamic Republic Of),Earthquake,12000.0,1
India,Storm,,1
Spain,Flood,815.0,1
United States Of America,Storm,13.0,1
Thailand,Storm,769.0,1
Guam,Storm,6.0,1
Peru,Air,97.0,1
Netherlands (Kingdom Of The),Rail,93.0,1
"China, Hong Kong Special Administrative Region",Storm,183.0,1
Japan,Rail,163.0,1
Belgium,Collapse (Miscellaneous),28.0,1
United States Of America,Storm,112.0,1
Peru,Storm,60.0,1
Peru,Mass movement (wet),41.0,1
Venezuela (Bolivarian Republic Of),Mass movement (wet),30.0,1
Mexico,Extreme temperature,50.0,1
Japan,Flood,71.0,1
Philippines,Storm,41.0,1
Colombia,Earthquake,47.0,1
Japan,Storm,,1
Republic Of Korea,Storm,,1
Taiwan (Province Of China),Storm,107.0,1
Philippines,Storm,156.0,1
Colombia,Flood,135.0,1
India,Flood,100.0,1
Republic Of Korea,Flood,290.0,1
India,Flood,73.0,1
Haiti,Flood,26.0,1
Tunisia,Flood,40.0,1
United Kingdom Of Great Britain And Northern Ireland,Rail,18.0,1
Canada,Storm,33.0,1
Albania,Earthquake,15.0,1
Italy,Earthquake,16.0,1
Libya,Earthquake,300.0,1
Myanmar,Epidemic,,1
United States Of America,Fire (Miscellaneous),63.0,1
Indonesia,Volcanic activity,1584.0,1
Türkiye,Air,95.0,1
Costa Rica,Volcanic activity,15.0,1
Myanmar,Storm,,1
Bangladesh,Storm,22000.0,1
Republic Of Korea,Mass movement (wet),116.0,1
Yugoslavia,Earthquake,1070.0,1
Philippines,Storm,1.0,1
Nepal,Mass movement (dry),150.0,1
India,Storm,200.0,1
Dominica,Storm,,1
Martinique,Storm,10.0,1
Saint Lucia,Storm,10.0,1
Grenada,Storm,6.0,1
Trinidad And Tobago,Storm,24.0,1
Dominican Republic,Storm,400.0,1
Haiti,Storm,5000.0,1
Jamaica,Storm,11.0,1
Cuba,Storm,1750.0,1
Bahamas,Storm,,1
Italy,Mass movement (wet),1917.0,1
Nepal,Epidemic,1000.0,1
Haiti,Flood,500.0,1
Morocco,Flood,69.0,1
Algeria,Flood,,1
Haiti,Epidemic,,1
Canada,Air,101.0,1
Canada,Air,118.0,1
Taiwan (Province Of China),Earthquake,15.0,1
Japan,Rail,162.0,1
Belgium,Extreme temperature,12.0,1
United States Of America,Storm,26.0,1
Morocco,Flood,100.0,1
United States Of America,Extreme temperature,150.0,1
Japan,Storm,86.0,1
Jordan,Flood,25.0,1
India,Storm,112.0,1
Afghanistan,Flood,107.0,1
Indonesia,Volcanic activity,106.0,1
Japan,Storm,47.0,1
Bangladesh,Flood,30.0,1
India,Flood,200.0,1
Brazil,Fire (Miscellaneous),146.0,1
Bangladesh,Storm,79.0,1
Japan,Storm,,1
United States Of America,Storm,203.0,1
Germany Federal Republic,Air,38.0,1
Paraguay,Drought,,1
Viet Nam,Epidemic,598.0,1
Brazil,Flood,100.0,1
Japan,Explosion (Industrial),447.0,1
United States Of America,Storm,38.0,1
Portugal,Rail,94.0,1
Taiwan (Province Of China),Earthquake,107.0,1
Türkiye,Epidemic,19.0,1
Azores Islands,Earthquake,,1
Chile,Volcanic activity,4.0,1
Türkiye,Flood,,1
Fiji,Flood,1.0,1
United States Of America,Earthquake,131.0,1
Brazil,Flood,,1
Saudi Arabia,Flood,20.0,1
Bangladesh,Storm,300.0,1
Kenya,Flood,,1
United Republic Of Tanzania,Flood,,1
United Republic Of Tanzania,Earthquake,4.0,1
Türkiye,Storm,,1
Mexico,Earthquake,45.0,1
Afghanistan,Explosion (Industrial),74.0,1
Pakistan,Storm,450.0,1
Japan,Earthquake,25.0,1
Philippines,Storm,56.0,1
India,Flood,145.0,1
Bangladesh,Flood,,1
Brazil,Flood,,1
Japan,Mass movement (wet),108.0,1
Algeria,Water,,1
Guadeloupe,Storm,14.0,1
Haiti,Storm,100.0,1
Dominican Republic,Storm,7.0,1
Madagascar,Fire (Miscellaneous),,1
United States Of America,Storm,5.0,1
Panama,Storm,1.0,1
Republic Of Korea,Storm,210.0,1
Panama,Epidemic,,1
India,Flood,,1
Pakistan,Flood,,1
Myanmar,Fire (Miscellaneous),,1
Panama,Fire (Miscellaneous),,1
Türkiye,Earthquake,23.0,1
Yugoslavia,Flood,17.0,1
Tunisia,Flood,44.0,1
Viet Nam,Storm,7000.0,1
Philippines,Storm,580.0,1
United States Of America,Flood,45.0,1
India,Storm,500.0,1
Sri Lanka,Storm,206.0,1
Tunisia,Flood,5.0,1
United States Of America,Collapse (Miscellaneous),27.0,1
"China, Hong Kong Special Administrative Region",Storm,44.0,1
"China, Hong Kong Special Administrative Region",Storm,26.0,1
Samoa,Storm,250.0,1
Belgium,Fire (Miscellaneous),17.0,1
United States Of America,Storm,140.0,1
Morocco,Flood,76.0,1
United States Of America,Flood,64.0,1
Japan,Flood,136.0,1
Cuba,Storm,,1
India,Flood,51.0,1
China,Storm,686.0,1
Peru,Miscellaneous accident (General),350.0,1
Japan,Storm,42.0,1
India,Flood,36.0,1
Viet Nam,Flood,400.0,1
Iran (Islamic Republic Of),Drought,,1
Ecuador,Drought,,1
Nepal,Drought,,1
India,Drought,,1
South Africa,Drought,,1
India,Drought,,1
Somalia,Drought,50.0,1
Algeria,Earthquake,2.0,1
Jordan,Flood,8.0,1
Türkiye,Epidemic,461.0,1
Panama,Fire (Miscellaneous),,1
Wallis And Futuna Islands,Storm,,1
Fiji,Storm,2.0,1
Sudan,Rail,124.0,1
Somalia,Epidemic,,1
Myanmar,Fire (Miscellaneous),,1
